,AAPL,ABBV,ABT,ACN,AIG,AMZN,AXP,BA,BAC,BIIB,BK,BLK,BMY,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,GM,GOOG,JPM,KMI,KO,LLY,LMT,MO,MON,MRK,MS,MSFT,NEE,NKE,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RY.TO,SBUX,SLB,SO,SPG,T,TD.TO,TGT,TXN,UNH,UNP,UPS,USB,^GSPC
COST,0.6477306919408251,0.30132072019719586,0.5481176188492659,0.6552419138807546,0.3727109830807775,0.5626032115567985,0.46731854628363806,0.4181584503312815,0.3935859324413769,0.30626019688638256,0.41244766586455905,0.6110327872659177,0.26321197381343336,0.3765292007673195,0.3367363614945519,0.49344275877325416,0.36339721694227123,0.4033029320347823,0.19908663518957723,1.0,0.5592846637349316,0.4218412408323437,0.4870618782291832,0.5703545424316828,0.41163595341818005,0.3014099822062445,0.5762645912695944,0.36996502721481456,0.2615550880524613,0.2526782406934589,0.17307175829123117,0.20399567749661016,0.48627077906998917,0.621693440338182,0.5322854844992672,0.5914448227439323,0.5374794667672683,0.18338466503081868,0.6016994585701816,0.3460987305547933,0.5513008488142953,0.28054914920590995,0.38482491673614116,0.5181181144947739,0.25614642315957575,0.5168450906599014,0.15007866587747903,0.3919894865943628,0.4996809137400082,0.22051787992497826,0.27813034073298804,0.7044365894556984,0.5663594934177474,0.5002395105611964,0.48156647236634714,0.5537419975720378,0.33006873514549284,0.716250853763174
CSCO,0.6398912168369313,0.2931207485828817,0.5479581184966358,0.6578402227422135,0.5254472355374478,0.483405511928697,0.5461577332984247,0.3931927322109255,0.5177439275543302,0.341237992156952,0.5088576994800201,0.6197902392378906,0.34246631590447635,0.47689674702235313,0.36163307286314794,0.44753687938050885,0.411005391144614,0.5478083760049449,0.24106298116762206,0.5592846637349316,1.0,0.4368314459656072,0.44961487692051233,0.5718750820244819,0.5376043493819166,0.3780286676031352,0.5467218142489199,0.42759076769452636,0.2635611987514993,0.3393056367161823,0.14154542757372254,0.29866914321020344,0.5295604448958657,0.5885528116112918,0.4242908172725477,0.5429112577371626,0.5442728498242075,0.21380161751174656,0.5538542560369208,0.3717544773062108,0.5142882814639874,0.3946084163013764,0.35581233577568844,0.5495696607643954,0.41479339113629926,0.49619510049855714,0.19880673559671524,0.37790611992597073,0.5754351932279542,0.33931457716674024,0.4921348023143345,0.49452539095027637,0.6167502915292904,0.4279539583533266,0.5256681809850589,0.5075821768722563,0.470180124043956,0.7002834819151539
CVS,0.42837483095998724,0.48488837712353394,0.47622013755485804,0.44366251746156277,0.5119750107448581,0.33559236360679023,0.39855692080426497,0.27772712354107515,0.4762835093247151,0.2475264221979826,0.5029648076892126,0.42629794666863907,0.40752214286519106,0.41971403848830285,0.29631740276334656,0.4942040886567315,0.3842486422013229,0.3368000555788733,0.2709146451449853,0.4218412408323437,0.4368314459656072,1.0,0.3031301611995771,0.3403232776415119,0.4581023452506695,0.36683088150260934,0.5308147612246177,0.40018441442240565,0.30395698533616783,0.3493011717184944,0.01591254661417588,0.412556006219466,0.44687788577676996,0.3996702576041616,0.326162225032483,0.2965710302526743,0.4009223785057555,0.19009820858129256,0.5276316658444222,0.4985660690443569,0.49434859927160485,0.3373114798085147,0.16088962875167395,0.29832949021708444,0.46695693802821686,0.3249890458581452,0.23445429044158714,0.444072426341485,0.36099079122418015,0.3451643435509838,0.4145612334619051,0.3724888437158642,0.40442412422424795,0.6310405571977507,0.3849339431164286,0.36390654867739736,0.44655444243201475,0.5138040148008278
GM,0.6228325706954555,0.21307632229566353,0.4753853301059843,0.6237308486626584,0.6285272718738384,0.5405321780705655,0.6625092622349127,0.6550574279662531,0.6568238344962194,0.2936276884278376,0.6347772661798351,0.6817869440757602,0.16366421192073893,0.655708922480063,0.5626898509735102,0.25629011055731943,0.42864373665796157,0.6687881793260759,0.28811581121341484,0.4870618782291832,0.44961487692051233,0.3031301611995771,1.0,0.5919019438938381,0.6637545289682778,0.4039895115499145,0.3612839947578005,0.2466755947028485,0.06021898521847163,0.2584338547292845,0.14517931955730193,0.12148303391338826,0.7014805529258759,0.5803043241524709,0.3716257306008648,0.6788550090664448,0.5855779613149641,0.2768922554848201,0.3611939439429375,0.22162461636097133,0.30836291447381425,0.33058956646200743,0.5959356579765778,0.6092344610250627,0.4816953498505778,0.6074747305579514,0.28228690875287027,0.21201243809786294,0.6977027471956863,0.32094887557512985,0.5199436274628658,0.4684400119774722,0.6092598721235477,0.3341349089968737,0.4807162690351237,0.5677829469159752,0.5626383879198236,0.7446532929775287
GOOG,0.7856981371841457,0.2144386248914603,0.5894378031772873,0.7622409399164373,0.5168866346515993,0.7198575960620488,0.5926426435845161,0.5402999680076932,0.5469917820046926,0.3310017611369525,0.5576515745281105,0.6838945263290925,0.164428562444757,0.5194450418561705,0.378909814085209,0.2691329233964202,0.48376112870240984,0.6012362100138049,0.19615952112345905,0.5703545424316828,0.5718750820244819,0.3403232776415119,0.5919019438938381,1.0,0.5169750401365741,0.3071719708916786,0.358936369388694,0.3237705804589607,0.13138942002513707,0.1368977315145448,0.0028754057596007392,0.22243299291557453,0.6000319037108931,0.8449750684045454,0.4189010536618559,0.6700035269129028,0.5781799454837648,0.2069958383949345,0.41205906471717874,0.27391795443009265,0.3377334170525684,0.25831645941595743,0.5531825119026401,0.7184223334392122,0.44017255079040146,0.5940096401259485,0.1352689733818527,0.25471905271176204,0.5680713398896219,0.27853394043304663,0.4197640944556853,0.5001565057282622,0.7619286217067206,0.38122915223777454,0.43638774641866246,0.5132201050427576,0.4638408057642765,0.8348493443691223
JPM,0.5553645619829178,0.3470019044907241,0.58053150915889,0.6186908712544622,0.7486199389399281,0.5015821285965765,0.7053854990607066,0.5056984919955617,0.9130197781020684,0.3028448562052573,0.7711916041686787,0.7345641568429939,0.30071733091761915,0.814841048086807,0.5438159303651595,0.3674662138990824,0.4753378444787885,0.7195672740067571,0.3041356833344739,0.41163595341818005,0.5376043493819166,0.4581023452506695,0.6637545289682778,0.5169750401365741,1.0,0.417431361013441,0.45741692868998945,0.31643799539720036,0.12868664998080256,0.3496394663928286,0.05691073537356583,0.28599236897868063,0.8171058450511031,0.530177376563167,0.3178579819900964,0.5580292600650113,0.5121989922194462,0.18543218651600823,0.43675881218202867,0.3794529051951009,0.3933030072564957,0.4328322268773844,0.48790074933691224,0.4892209440529104,0.6271956485656486,0.5538097906605692,0.29085049369470434,0.3252885091105933,0.639166645851244,0.3815346525154382,0.6594542956185176,0.4085995728485985,0.5168624029793022,0.43398501137883244,0.5374210759632221,0.5544094908637754,0.7572455310951387,0.7163510807272518
KMI,0.4196770601888423,0.28735063977703745,0.3618661070885708,0.3903403781856353,0.488388831516823,0.335185782947465,0.41010106685767733,0.3149975454955688,0.45056590578256384,0.235746625784336,0.4403569541769224,0.4385978403738638,0.2886991268585432,0.47280311533826985,0.6007186152860216,0.2653195852035512,0.3309997403881657,0.4189140819432377,0.7661231411897534,0.3014099822062445,0.3780286676031352,0.36683088150260934,0.4039895115499145,0.3071719708916786,0.417431361013441,1.0,0.3388461613811233,0.2721889264162173,0.3989222263757037,0.45634312553990397,0.07763468491201705,0.29010925442580926,0.4826463209525505,0.3237111568022766,0.3338108214483786,0.38140748901428817,0.29041353739268194,0.6487584506560773,0.33054465391099247,0.29101647664608876,0.2565219498725286,0.393689777135498,0.2493403202971077,0.3836539271545202,0.4575894910664179,0.3104922259047815,0.6837998051268711,0.4721297602684819,0.4684920761316605,0.2825084049992721,0.46305417009709815,0.3777711868504161,0.37378745788526974,0.3734833299763217,0.4878828202176768,0.3695597370575585,0.41564348898820747,0.5350921882538926
KO,0.5195422318963413,0.4052461559638325,0.5344464116807587,0.5370765885186288,0.47232120052227655,0.34610262166972994,0.4832386918340822,0.28568633485814526,0.4459304826816676,0.295148580500663,0.42719417524590825,0.5363694510898408,0.3578677019146326,0.4222162943303446,0.30515872785792547,0.7567367178544835,0.4136331972787998,0.4538797442385788,0.2155572679864585,0.5762645912695944,0.5467218142489199,0.5308147612246177,0.3612839947578005,0.358936369388694,0.45741692868998945,0.3388461613811233,1.0,0.41752825844770486,0.35700313889076585,0.436137689962661,0.0659694303192005,0.4109874021143286,0.4449437679783714,0.4349388849804976,0.4492072513051935,0.44059035248690664,0.3492625259842777,0.16743777762964945,0.8391203281634831,0.43239473952819474,0.7443609586723058,0.5158688788153768,0.220045840333023,0.30634447632348405,0.3785928578591926,0.3751482372770074,0.1582202703079009,0.5381351682009275,0.4144002560756781,0.44312177293120486,0.40091970862547394,0.5509554257118144,0.3674130630723952,0.543466223710328,0.5135168923868783,0.4299686640381603,0.4373225147104196,0.5882960093439721
LLY,0.36964379391833174,0.5110001790024407,0.47785181934144394,0.441965566470748,0.3068108446682675,0.271179970831099,0.3040298081347597,0.16093361147969668,0.25586584329325684,0.48684211663663984,0.30324902750772975,0.3336354788997522,0.5538587285750542,0.2359390798528369,0.21802944322231665,0.3669184172637993,0.29045997080371794,0.26060052945371354,0.19839853791803344,0.36996502721481456,0.42759076769452636,0.40018441442240565,0.2466755947028485,0.3237705804589607,0.31643799539720036,0.2721889264162173,0.41752825844770486,1.0,0.2569987768824856,0.20315245811747762,0.00966606090867899,0.6006327864828818,0.3086206203374836,0.3703484057346479,0.3598059104383385,0.2938155999369232,0.37283458337048647,0.19500809021512228,0.4758549946113873,0.5608648245922987,0.3633101610747639,0.23664870481825753,0.24033450739316,0.2407157997059182,0.20336814181304655,0.2723254337468775,0.1690950434866045,0.35112214929114904,0.3145100027241088,0.2904127715965399,0.23709384226459196,0.2867103297882449,0.33347298569451417,0.5585475567886762,0.29212560283001743,0.3409947963976064,0.2831565323700773,0.47890227348108794
LMT,0.22678125683536177,0.2237523811705639,0.18932010234283705,0.16102988790062103,0.218839048037301,0.1053732101881401,0.21183747916257756,0.12558617243252504,0.18902120248481094,0.07820745874517374,0.13511333817893514,0.23399658703850815,0.2878881003097812,0.12611474179413804,0.2328893381780773,0.30336963683648566,0.13422306772976494,0.14472726099448122,0.43185718764585457,0.2615550880524613,0.2635611987514993,0.30395698533616783,0.06021898521847163,0.13138942002513707,0.12868664998080256,0.3989222263757037,0.35700313889076585,0.2569987768824856,1.0,0.3015017115582628,-0.006607140278414801,0.2672019366619481,0.13107739495425227,0.17317572976318965,0.32179395072273465,0.017869635430535734,0.13525974715870398,0.3890845542337813,0.3143175038794368,0.2264572853975177,0.2752455984136252,0.2042179244709628,0.018957742283695463,0.07192495360194485,0.16120028495953836,0.04612213967973661,0.3416779935978423,0.4259819486107663,0.08494090427559713,0.2257028366788239,0.162509079174915,0.2491360496769755,0.15717593393062299,0.3363127877686159,0.20219211373211757,0.08681923982068811,0.10375124084775424,0.26400365728366826
MO,0.23756776052108539,0.22726721648309173,0.2949142403238421,0.22932709482614705,0.4051276867685906,0.11126830484538827,0.2746699113586168,0.1986803263301895,0.32294139109166903,0.15699903908296742,0.26035721369817877,0.2799674974346301,0.3006496078163687,0.3397503866967948,0.33615035535888876,0.37080794342000734,0.20755928236930188,0.32862277855260014,0.37890731613995415,0.2526782406934589,0.3393056367161823,0.3493011717184944,0.2584338547292845,0.1368977315145448,0.3496394663928286,0.45634312553990397,0.436137689962661,0.20315245811747762,0.3015017115582628,1.0,0.041979681654458145,0.3153120242806859,0.32486720950443915,0.14225875118630082,0.15929260924468344,0.3049268110692734,0.2644916666587426,0.2646210926284952,0.3964856822832747,0.19597436215015732,0.37681611012421556,0.5770424124392743,0.07195226258901272,0.15464899895150097,0.3097212386308283,0.20608415061961535,0.29985200068989604,0.3454203656733822,0.27130156202422645,0.27027692484393206,0.30744573744133624,0.2956011013954386,0.2188693138732464,0.2681644617228001,0.4245709688889,0.18319199489541682,0.3297396234810474,0.31833689591130243
MON,0.08515418080386918,0.0014013697354329482,0.017887582500701958,0.0963268282580797,0.030921986571658556,0.10304315460855373,0.003240406317764602,0.11376962658866875,0.054939479071925465,0.023321653775796248,0.034324549634753045,0.1023578542615899,0.0786947270584008,0.08773017097546418,0.07833967803955831,-0.04266003775798543,0.01610697428994642,0.07239441996408229,0.07478690151437566,0.17307175829123117,0.14154542757372254,0.01591254661417588,0.14517931955730193,0.0028754057596007392,0.05691073537356583,0.07763468491201705,0.0659694303192005,0.00966606090867899,-0.006607140278414801,0.041979681654458145,1.0,-0.010512283790921529,0.07199235947056329,0.06618420176283202,0.1278022492916783,0.06930910403445219,0.10155044771314616,0.03589445417547362,0.0529215704672233,-0.0468431871538195,0.014654254305848899,-0.1108537360276822,0.11851719007236572,0.09973579407436992,-0.010272493944032129,0.08750556528583738,0.12816136797083894,-0.006110978237099233,0.2241668323978436,-0.017773347646010382,-0.00288109930148407,0.16096405758981316,0.11311703695249653,0.04777235522163109,0.0451431444946921,0.0820499269105714,-0.022426024665998034,0.0987000615130797
MRK,0.2706111725677562,0.47934595348561443,0.39126266778623325,0.31251668634081065,0.29260198903956025,0.14746085862275296,0.21764095678879983,0.08037502747445692,0.2656312833681188,0.2933271958340176,0.30859727498377226,0.2469060843218911,0.6390253709855205,0.2239883141891737,0.22215317715021354,0.44782162605787706,0.2318599146450809,0.19696740792634002,0.17928123766735418,0.20399567749661016,0.29866914321020344,0.412556006219466,0.12148303391338826,0.22243299291557453,0.28599236897868063,0.29010925442580926,0.4109874021143286,0.6006327864828818,0.2672019366619481,0.3153120242806859,-0.010512283790921529,1.0,0.226339029399559,0.23332822726726363,0.24625825011876398,0.16430631468305812,0.2716941507403851,0.09721034494100832,0.44562063601666707,0.5619769820772311,0.44919793642258604,0.3395519401744513,0.1234060002842045,0.13349275276651237,0.26399033084714507,0.14506048865917534,0.14629694438911567,0.41933980160421386,0.18590799412682787,0.34591971867314153,0.28141459080201503,0.17897243122565207,0.1922874255502621,0.5037932130824709,0.24064836541577067,0.1544844783550585,0.29660701027655634,0.342192270109909
MS,0.6414084148306682,0.24168456369052305,0.6304602228310177,0.6744557896345768,0.7053795233891035,0.565749514056134,0.7154762867193559,0.5505634999339218,0.8209540707415397,0.34791799373806737,0.7555650206372263,0.7524733886903555,0.29148857289159413,0.7966241563854981,0.5397810623472946,0.31963772167708177,0.4720199453952229,0.7283046546856942,0.37355022113043096,0.48627077906998917,0.5295604448958657,0.44687788577676996,0.7014805529258759,0.6000319037108931,0.8171058450511031,0.4826463209525505,0.4449437679783714,0.3086206203374836,0.13107739495425227,0.32486720950443915,0.07199235947056329,0.226339029399559,1.0,0.6210105881272198,0.37924709689136576,0.6230658851889366,0.5561350018266914,0.26168189987210233,0.4359805211809039,0.3601657154537315,0.3880221612629459,0.41383964889136843,0.5657373289530195,0.5788611939801479,0.5786225377472788,0.6013812708651516,0.3096094611167515,0.3320179968632596,0.662664346000809,0.35540994768652573,0.5819283716755881,0.5004871593576443,0.6096631169588086,0.40802135720454735,0.5805365138209432,0.5968971093088049,0.6439923785129701,0.7841178052766478
MSFT,0.8239076445665496,0.2639334190881228,0.622635224838569,0.8070212333735969,0.5175431223793403,0.7381577351703668,0.6112406180110443,0.4784785810656419,0.5623269267124932,0.33200235688191504,0.5497824412092311,0.7426339629287037,0.24741795544177958,0.5411412060890813,0.375833136297257,0.33019287166137357,0.49959016698190933,0.5755706121729144,0.22791862144997374,0.621693440338182,0.5885528116112918,0.3996702576041616,0.5803043241524709,0.8449750684045454,0.530177376563167,0.3237111568022766,0.4349388849804976,0.3703484057346479,0.17317572976318965,0.14225875118630082,0.06618420176283202,0.23332822726726363,0.6210105881272198,1.0,0.49052544268785736,0.6653379103349553,0.6369161911109219,0.23428971276084185,0.4817408845309751,0.35410796405790707,0.4292830919644386,0.2428358794565551,0.599285610143313,0.694055349763695,0.4486049123716211,0.6112280579520364,0.15972536287970934,0.32629227631564645,0.5572378087905078,0.2866798998741319,0.4234354048591172,0.4961507564570442,0.7693886065084762,0.44965976078464737,0.4900714018204749,0.5477068665853593,0.46340350043650486,0.8744617208080661
NEE,0.5062492466649711,0.18535714604206388,0.5025121736225431,0.5550651986597206,0.2843815814215317,0.4216685276763226,0.3059252928368896,0.38009356174085945,0.26673868745631757,0.23620282503247075,0.3577128837813671,0.5199195010244111,0.20618535692625617,0.2625296721332044,0.2838427721720983,0.4101191682418192,0.32085015791697996,0.32607033100239124,0.1761686561821015,0.5322854844992672,0.4242908172725477,0.326162225032483,0.3716257306008648,0.4189010536618559,0.3178579819900964,0.3338108214483786,0.4492072513051935,0.3598059104383385,0.32179395072273465,0.15929260924468344,0.1278022492916783,0.24625825011876398,0.37924709689136576,0.49052544268785736,1.0,0.4084740386391059,0.35123355652331184,0.11051736378277609,0.4427786730135798,0.2933214444568059,0.44084247480111427,0.18335043961858077,0.3518848863253138,0.3177847862719445,0.30839704246469213,0.41279940121295766,0.1080169007866728,0.6047028108862218,0.35680403617448686,0.2693591211206762,0.24078061235950618,0.3504932993440065,0.37619070752669975,0.4128676955321375,0.4642538545701554,0.38133920174711616,0.2343923510704993,0.5789003874346298
NKE,0.6976408276774876,0.2590023734091546,0.5574969338429119,0.6812334365255293,0.48890016314440654,0.6450091568932652,0.629398552642863,0.5171409377201565,0.5242836541136725,0.32119586336952605,0.5421966782155179,0.6891971473129447,0.15183452520412039,0.5458428565968139,0.48800489705504607,0.3419839912349986,0.43755373464358205,0.6074074319699131,0.24621522864937362,0.5914448227439323,0.5429112577371626,0.2965710302526743,0.6788550090664448,0.6700035269129028,0.5580292600650113,0.38140748901428817,0.44059035248690664,0.2938155999369232,0.017869635430535734,0.3049268110692734,0.06930910403445219,0.16430631468305812,0.6230658851889366,0.6653379103349553,0.4084740386391059,1.0,0.5493684919420616,0.2220414333427636,0.4271350978115566,0.2868264537604936,0.40742047108966156,0.3558483449941067,0.5836513701903586,0.6114103902648029,0.4489520665432023,0.7002071177533815,0.18279842910161437,0.2929667541399623,0.6304134744780588,0.3264608955427601,0.45230796864134043,0.5861301738964044,0.6725131891617901,0.29585102292001925,0.5546455547812054,0.5752911562371498,0.4934256879373829,0.7801735599752024
ORCL,0.6182477433894781,0.2535658672651938,0.5040098823399911,0.6632798673573987,0.5215360067099111,0.5270894722355006,0.5041888401592264,0.43831469941706935,0.49894171728611186,0.29312864487469636,0.5420968171166742,0.5637156668614235,0.29022492492500956,0.4978302171055867,0.4243338357845038,0.28324537656498966,0.4100685505603423,0.4912295194498964,0.1983326912696294,0.5374794667672683,0.5442728498242075,0.4009223785057555,0.5855779613149641,0.5781799454837648,0.5121989922194462,0.29041353739268194,0.3492625259842777,0.37283458337048647,0.13525974715870398,0.2644916666587426,0.10155044771314616,0.2716941507403851,0.5561350018266914,0.6369161911109219,0.35123355652331184,0.5493684919420616,1.0,0.19762407596821782,0.4018086332135528,0.3855444696048316,0.3408836531931999,0.3015848951229959,0.4152322006128327,0.5388000588475909,0.4090785083621104,0.49011718694812545,0.12243737155692343,0.25395964562106177,0.5448894301224891,0.35908972377063925,0.3707939745672755,0.47839884957994566,0.5775900728875641,0.394307982547628,0.4499321474436581,0.5289179220716709,0.4173736761551268,0.7022336212809711
OXY,0.2350698609014903,0.1477808991552138,0.13927549117915627,0.18786986041036052,0.28646817682190157,0.22967914305533518,0.26467661296872513,0.17099278124571685,0.25428459814731347,0.1278293505870292,0.19677882096288965,0.21005146093383706,0.1242728381516029,0.28712903364268744,0.3966538052978644,0.06071921756054631,0.1412331686118717,0.25761158805066464,0.7365635170801852,0.18338466503081868,0.21380161751174656,0.19009820858129256,0.2768922554848201,0.2069958383949345,0.18543218651600823,0.6487584506560773,0.16743777762964945,0.19500809021512228,0.3890845542337813,0.2646210926284952,0.03589445417547362,0.09721034494100832,0.26168189987210233,0.23428971276084185,0.11051736378277609,0.2220414333427636,0.19762407596821782,1.0,0.12321912746511604,0.16907569944752252,0.05914308919432419,0.10013413134710927,0.15537497459547633,0.2406050967989267,0.21506302174529282,0.13831115926113435,0.5849724702167463,0.18384586875412645,0.25834695956659504,0.16693767022432263,0.22747231162132997,0.26978146666306874,0.20621434614495826,0.23617394431026761,0.24891501361675425,0.25090562075557343,0.18557580612261868,0.32449682955079034
